	HGNC_ID	GENE_SYMBOL	median_turnover
1650	HGNC:24902	DEPDC1B	0.047591597481079995
1651	HGNC:25605	TMEM19	0.05295597045764466
1652	HGNC:12716	TRPV1	0.05825516174978854
1653	HGNC:17311	PIAS2	0.016836241811547435
1654	HGNC:13016	ZNF223	0.3362320097521963
1655	HGNC:14891	DNAJB12	0.06303780604984288
1656	HGNC:9721	PYCR1	0.036313099322493936
1657	HGNC:24185	BRCC3	0.045888418408653334
1658	HGNC:5385	IDH3B	0.02618229284923352
1659	HGNC:1703	CD83	0.10329115852677434
1660	HGNC:20332	UPF3A	0.03921405941839921
1661	HGNC:14245	SNUPN	0.06744382632106302
1662	HGNC:25553	GNL3L	0.035041443770590534
1663	HGNC:5346	ICAM3	0.37003448135200845
1664	HGNC:3420	EPS8	0.04087565419710253
1665	HGNC:8950	SERPINB6	0.014839298799685895
1666		ADRBK2	0.05339423665545279
1667	HGNC:9045	PLAG1	0.10655428456015348
1668	HGNC:15451	GOLM1	0.028782728659261028
1669		IARS	0.0353191987802885
1670		C4orf27	0.027978561837285157
1671	HGNC:9565	PSMD7	0.0734085700453405
1672	HGNC:13853	ZKSCAN3	0.1784711311997424
1673	HGNC:24325	CDKN2AIP	0.23200120449089978
1674	HGNC:9336	PRAME	0.09256399106921956
1675	HGNC:2191	COL14A1	0.025655599199257036
1676		PRKRIR	0.10116212704354285
1677	HGNC:2485	CSTF3	0.05472531776891309
1678		ATP5E	0.04167183179357882
1679		HIST1H2BN	0.20811816810948724
1680	HGNC:26320	SAMD8	0.08898755743533635
1681	HGNC:6769	SMAD3	0.08921778717542284
1682	HGNC:20792	SLC35A5	0.03503942352490025
1683	HGNC:28593	FAM126B	0.09377447997397247
1684	HGNC:17310	TIMM17B	0.02606189293311581
1685	HGNC:5043	HNRNPH3	0.042807563906621486
1686	HGNC:20709	SLTM	0.04979580310270682
1687	HGNC:13022	ZNF229	0.18761300559574762
1688	HGNC:6544	LDHC	0.03845023412659193
1689	HGNC:20465	SMC5	0.050523470723717656
1690	HGNC:11269	SPRY1	0.8977529311602712
1691	HGNC:26154	QSER1	0.0651951503976445
1692	HGNC:814	ATP2B1	0.03371571066554094
1693	HGNC:7852	NME4	0.029549042006019918
1694	HGNC:23196	EXOC6	0.10147788842608055
1695	HGNC:11972	TOX3	0.1464208819732284
1696	HGNC:21041	HECA	0.14909962729244278
1697	HGNC:13168	ZNF92	0.20354094258922217
1698	HGNC:21535	GTPBP4	0.05447488868084913
1699	HGNC:14410	DHX36	0.04194926427214518
1700	HGNC:30184	PTPDC1	0.07364900040655245
1701	HGNC:2896	DLAT	0.050005788081819005
1702	HGNC:14628	CDCA7	0.08772070815233199
1703	HGNC:22235	KCTD6	0.35589190729704523
1704	HGNC:23813	CCDC3	0.04716312626949208
1705	HGNC:24328	NIP7	0.1949785049848915
1706	HGNC:23213	PIGW	0.21021916682216918
1707	HGNC:14013	SMC4	0.0490043985049305
1708	HGNC:18441	ST7L	0.10513193748997321
1709	HGNC:19423	ING4	0.08998649026552215
1710	HGNC:30059	LPCAT4	0.03952275257155212
1711	HGNC:21649	BAIAP2L1	0.038276668844215246
1712	HGNC:28041	AMZ2	0.03909764267600955
1713	HGNC:24034	NOC3L	0.03603312809692487
1714	HGNC:9118	PMP22	0.10770267676474009
1715	HGNC:29190	TNRC6B	0.18356648778522472
1716	HGNC:18151	NXT2	0.044968302093822396
1717	HGNC:7619	PPP1R12B	0.07694584755992445
1718	HGNC:4400	GNB3	0.12800632603079026
1719	HGNC:7821	NID1	0.022667684962598862
1720	HGNC:13195	ZWINT	0.05051584946395122
1721	HGNC:9634	PTP4A1	0.10160073660477167
1722	HGNC:27012	C22orf39	0.08096319190045675
1723	HGNC:4656	GTF2H2	0.015502919304680418
1724	HGNC:16683	OTUD7B	0.178118471486239
1725	HGNC:30308	RGMA	0.51486675483787
1726	HGNC:5228	DNAJB2	0.05310283765690052
1727	HGNC:26160	THNSL1	0.07245957745616792
1728	HGNC:17521	ZNF385A	0.056118371957369115
1729	HGNC:28860	PDCL3	0.10651489432781655
1730	HGNC:16667	TMEM30A	0.031009980661776487
1731	HGNC:1580	CCNB2	0.05690435935152156
1732	HGNC:8967	PIGN	0.012463776887263033
1733	HGNC:13607	FBXW11	0.09062100472976573
1734	HGNC:15809	ZNF337	0.20291026594688363
1735	HGNC:28522	RNF182	0.10260446258568573
1736		CASC5	0.03723412066051785
1737	HGNC:18572	HSDL2	0.03581480155026788
1738	HGNC:11539	TAF5	0.1819441446533355
1739	HGNC:2559	CXADR	0.07876442445896727
1740	HGNC:13060	ZNF267	0.4693688872299914
1741	HGNC:4019	FUT8	0.10523703695609904
1742	HGNC:21033	HACE1	0.022629408868322445
1743	HGNC:9394	PICK1	0.03444546618955126
1744	HGNC:3775	FMR1	0.02437898689100744
1745	HGNC:17613	BFAR	0.11519899333250885
1746	HGNC:12734	WASF3	0.05662817914697111
1747	HGNC:8878	PFKP	0.03803076306824214
1748	HGNC:12565	UNC119	0.051710101576364104
1749	HGNC:1775	CDK5R1	0.6553273024481532
1750	HGNC:1763	CDH4	0.06077725094158114
1751	HGNC:29959	TTC33	0.04843329748768466
1752	HGNC:10405	RPS20	0.03187622062028396
1753	HGNC:13032	ZNF24	0.13255711992077102
1754	HGNC:23063	NUDT15	0.06494228328473867
1755	HGNC:7153	MMD	0.06778574047030844
1756	HGNC:8060	NUMB	0.03197753070504875
1757		FAM73B	0.07596026449107623
1758	HGNC:15465	GPHN	0.05304488021834337
1759		C16orf7	0.0457418841451182
1760	HGNC:17643	GOPC	0.0564369415876155
1761	HGNC:14005	PEG10	0.03616179009378959
1762	HGNC:3538	F2RL1	0.15554522944351754
1763	HGNC:60	ABCC9	0.14371145433920668
1764	HGNC:28068	ZNF605	0.04964040928382506
1765	HGNC:18290	CMAS	0.04150756138045514
1766	HGNC:18648	DPP9	0.05107602666891965
1767	HGNC:18020	PRR4	0.06790129892033545
1768	HGNC:17073	ARHGAP26	0.04830503411772835
1769	HGNC:9315	PPP3CB	0.01566399529315342
1770	HGNC:17284	POT1	0.034819587558330575
1771	HGNC:26442	NUDT16	0.08264650182632599
1772	HGNC:24649	ETNK1	0.02702332379534779
1773	HGNC:11442	STX7	0.02721273779875837
1774	HGNC:15517	XYLT2	0.15036643061335117
1775	HGNC:24448	OSTC	0.0523556073658711
1776	HGNC:24015	COMMD6	0.022686338023098856
1777	HGNC:14011	SMC2	0.03260249256869385
1778	HGNC:29255	USP53	0.04709499968900379
1779	HGNC:4377	GMPR2	0.034993647228584834
1780	HGNC:15671	NFKBID	0.4896484755577237
1781	HGNC:4962	HLA-E	0.06125341173584781
1782		TMEM5	0.06610958248738902
1783	HGNC:19038	ADCK1	0.03971562447022993
1784		MTERFD2	0.18040636317008518
1785	HGNC:28889	TMED3	0.07803478842272826
1786	HGNC:20811	ZNF433	0.2700838996008858
1787	HGNC:25571	TBC1D13	0.06861445593888983
1788	HGNC:17090	ARHGEF18	0.1295595952817793
1789	HGNC:4174	GATA6	0.4360139107265899
1790	HGNC:10397	RPS17	0.028930331176174197
1791	HGNC:9910	RBMX	0.055450011739545196
1792	HGNC:21146	ZMYND19	0.0860441610752225
1793	HGNC:12986	ZNF195	0.10568827780045642
1794	HGNC:18619	COG3	0.08126925038754107
1795		CXorf57	0.035208981694600565
1796	HGNC:21883	SNX25	0.029407391049179332
1797	HGNC:6108	IPP	0.0645071261265116
1798	HGNC:14525	CHORDC1	0.027123292763816108
1799	HGNC:17869	AFF4	0.060843116163022834
1800	HGNC:21445	BTBD10	0.06201166842578922
1801	HGNC:29570	GLS2	0.05031944087952781
1802	HGNC:11305	SRPK1	0.02289926481268769
1803	HGNC:16651	MRPL45	0.04259735140304785
1804		NARG2	0.03853204184256895
1805	HGNC:2897	DLC1	0.19782776368827665
1806	HGNC:7699	NDUFB4	0.02333772142107647
1807	HGNC:16469	ACAP2	0.03008341265535132
1808	HGNC:25002	CCDC113	0.07942804613814383
1809	HGNC:5309	HUS1	0.10964182318720675
1810	HGNC:28074	COX19	0.1982455493996254
1811	HGNC:11645	MLX	0.11111462423249197
1812	HGNC:26464	RASEF	0.06155036299504437
1813	HGNC:9999	RGS3	0.24520356750868444
1814	HGNC:7451	MTMR3	0.067106528582752
1815	HGNC:10064	TRIM3	0.08194905599638416
1816	HGNC:26075	PIH1D1	0.053051946408036635
1817	HGNC:2960	DNASE2	0.0740112222368005
1818	HGNC:19685	SEPHS1	0.052319621586407954
1819	HGNC:9358	PREP	0.06337873759623247
1820	HGNC:11745	TFAP4	0.21112108967824406
1821	HGNC:1066	BMI1	0.03861562800373325
1822	HGNC:28953	JOSD1	0.09984814580046589
1823		C21orf33	0.043851848831114086
1824	HGNC:13090	ZNF30	0.2241347266099134
1825	HGNC:30273	RAB8B	0.07488112477175715
1826	HGNC:4113	GAK	0.025968707898894695
1827	HGNC:16280	TRIM36	0.0430500426778623
1828	HGNC:21368	SNRNP48	0.08710502071409865
1829	HGNC:4373	GMFB	0.04519845549498415
1830	HGNC:25594	RCOR3	0.03632334229304312
1831	HGNC:19009	CLUAP1	0.054067040310061806
1832	HGNC:10762	SETMAR	0.29318051440390913
1833	HGNC:9785	RAB5C	0.052828685474146216
1834	HGNC:26097	VPS37C	0.07665382038149589
1835	HGNC:3999	FTL	0.03547411725563694
1836	HGNC:5012	HMMR	0.036857542033025284
1837	HGNC:6824	MAN2A1	0.0589735214842195
1838	HGNC:10442	RPS9	0.0382426415729721
1839	HGNC:3703	FHL2	0.11592214157550512
1840	HGNC:20439	UPF3B	0.033377684993892966
1841	HGNC:8752	PCTP	0.07177773929204262
1842	HGNC:13149	ZNF76	0.021431985245817454
1843	HGNC:29441	KIF18A	0.10625275722932317
1844	HGNC:25229	LYRM2	0.10900803654033411
1845	HGNC:13232	RASSF8	0.07688282043767034
1846	HGNC:30695	PPTC7	0.13519656482029238
1847	HGNC:21754	TMEM60	0.3720484207594712
1848	HGNC:14262	AUTS2	0.10999758959499145
1849	HGNC:12851	YWHAE	0.06838862861137368
1850	HGNC:1063	BLVRB	0.01966938281240866
1851	HGNC:27786	CNPY1	0.05060846378773608
1852	HGNC:29164	TBC1D30	0.10151532486699236
1853	HGNC:3086	DVL2	0.024319280944199363
1854	HGNC:4119	GALK2	0.03987161211532017
1855	HGNC:28643	ZNF550	0.2760521074372163
1856	HGNC:24721	YTHDC2	0.02179931353364952
1857	HGNC:10434	RPS6KA5	0.07750533345960003
1858	HGNC:1307	CBY1	0.05111322395191911
1859	HGNC:216	ADAM9	0.04971970317960775
1860	HGNC:13705	TMEM187	0.13532291851989958
1861	HGNC:19075	TIFA	0.1968865831824661
1862	HGNC:936	BAD	0.04575126569276647
1863	HGNC:2325	CPSF2	0.03528294817618438
1864	HGNC:28229	LLPH	0.18000337711167286
1865	HGNC:9878	RASGRP1	0.06701505024270682
1866	HGNC:9126	GIGYF1	0.06310762414493853
1867	HGNC:17169	PRDX4	0.028741262875802705
1868	HGNC:1850	CELSR1	0.03598139021034602
1869	HGNC:18808	BZW2	0.041637342610151395
1870		ATP5F1	0.03884630936923564
1871	HGNC:8763	PDCD4	0.03765857702683566
1872	HGNC:19374	NKRF	0.19012592067013348
1873	HGNC:27568	C17orf58	0.15238420744629738
1874	HGNC:4335	GLUD1	0.025393113842217117
1875	HGNC:15532	JAM3	0.041631440327585416
1876	HGNC:9829	RAF1	0.05704253565108962
1877	HGNC:25407	FYTTD1	0.044275494442755824
1878	HGNC:4284	GJB2	0.1072338603976631
1879	HGNC:19246	TERF2IP	0.1510367888042693
1880	HGNC:24040	ADIPOR1	0.06678523508351632
1881	HGNC:4213	GDAP1L1	0.04015140195436952
1882	HGNC:17155	RABGAP1	0.03074885494692851
1883	HGNC:12645	VAMP4	0.04795485227214298
1884	HGNC:689	ARIH1	0.0687050480312095
1885	HGNC:17720	SGPP1	0.09196568694813881
1886	HGNC:2551	CUL1	0.05202750532222043
1887	HGNC:9944	RDX	0.03809325396208847
1888	HGNC:31849	F8A2	0.3038956759011091
1889	HGNC:16643	SLMAP	0.06479962513155246
1890		C6orf211	0.042764286886508414
1891	HGNC:6878	MAPK4	0.16554416675046313
1892	HGNC:19336	SHPRH	0.03823779769626533
1893	HGNC:3297	EIF4G2	0.045997741216334785
1894	HGNC:28167	ZNF670	0.2408499238549816
1895	HGNC:1718	CDC14A	0.12282403665663548
1896	HGNC:30690	SP9	1.015685468364813
1897	HGNC:26135	ZNF552	0.2872600196776197
1898	HGNC:11004	SLC29A2	0.040567446413917733
1899		AGAP8	0.12646257264982522
1900		KIAA1033	0.02938671108971485
1901	HGNC:2606	CYP27B1	0.10945677403595455
1902	HGNC:1356	ERLIN2	0.03456948595150251
1903	HGNC:10975	SLC24A1	0.05290480065494896
1904	HGNC:7896	NPAT	0.16206665137403525
1905	HGNC:24656	EIF3K	0.013395847694211205
1906	HGNC:13003	ZNF211	0.2441246480789654
1907	HGNC:7910	NPM1	0.034977847639092854
1908	HGNC:9813	RAD23B	0.043761776539127675
1909	HGNC:17286	EXOSC1	0.022674954993788334
1910		C14orf142	0.05999155871670912
1911	HGNC:26401	MARVELD2	0.30837551861466217
1912	HGNC:10385	RPS12	0.02657673413815797
1913		FAM40B	0.04300194165712455
1914	HGNC:24599	ENOPH1	0.04774083183523507
1915	HGNC:29070	LRRC37B	0.1549769092712836
1916	HGNC:2577	CYBA	0.008568629010388717
1917	HGNC:10985	SLC25A15	0.056938836611999485
1918	HGNC:13854	ZKSCAN4	0.46725432710864945
1919	HGNC:10563	SCAMP1	0.034332130574386686
1920	HGNC:16509	SSX2IP	0.029636495610590386
1921	HGNC:28680	CHAC1	1.2440758173352737
1922	HGNC:18061	EBPL	0.039685371829440055
1923	HGNC:7805	NFYB	0.04670736113906236
1924	HGNC:29312	ZFP14	0.05111635484221502
1925	HGNC:24041	ADIPOR2	0.0698100558415606
1926	HGNC:1139	BTN3A2	0.04940019646600936
1927		C22orf32	0.05407266893543425
1928	HGNC:11831	TK2	0.10264808949174759
1929	HGNC:11162	SNRPF	0.04101317930400067
1930	HGNC:30045	SMG1	0.03605143267890079
1931	HGNC:1837	CEBPG	0.1249577781679426
1932	HGNC:1868	CETN3	0.04585519779974029
1933	HGNC:10297	RPIA	0.045124578114178596
1934	HGNC:7453	MTMR6	0.03799893336154944
1935	HGNC:12820	REXO4	0.06686543453881004
1936	HGNC:20372	NDUFB11	0.04260011507574746
1937	HGNC:24658	GPATCH1	0.10854617917603895
1938	HGNC:15687	SKAP2	0.022914932295128244
1939		ATP5H	0.023215586336532725
1940	HGNC:14096	ZNF324	0.23314916699131488
1941	HGNC:7121	MKS1	0.023582031948699567
1942	HGNC:6917	MBD2	0.051134931193875494
1943	HGNC:12791	WRN	0.017166689278468546
1944	HGNC:25286	FNDC8	0.2742482283673565
1945	HGNC:3208	EEF1B2	0.033944271133096435
1946	HGNC:14979	SNX17	0.051196940309663985
1947	HGNC:16230	ZCCHC3	0.39165917823387475
1948	HGNC:17753	TSPAN5	0.09439017049492995
1949	HGNC:31850	F8A3	0.3036237513238564
1950	HGNC:18803	ATPAF1	0.04450847941994074
1951	HGNC:24727	E2F8	0.10084019325631667
1952	HGNC:23192	THAP9	0.18826054672452186
1953	HGNC:2987	DOCK1	0.03530843028036926
1954	HGNC:11742	TFAP2A	0.3301676081360858
1955	HGNC:29914	NUP107	0.024920065871869474
1956	HGNC:9171	PODXL	0.04638774690672489
1957	HGNC:17192	TIRAP	0.18142292824261305
1958	HGNC:26212	SPCS3	0.05328429786186615
1959	HGNC:4984	HMGN1	0.045009504520191965
1960	HGNC:655	ARF4	0.04275145912714165
1961	HGNC:14499	MRPS7	0.0884340049539877
1962	HGNC:23357	MCTS1	0.016790959699277137
1963		A2LD1	0.07192723731708994
1964	HGNC:32035	CNTNAP3B	0.0714090300810877
1965	HGNC:5439	IFNGR1	0.09451832831511148
1966	HGNC:1504	CASP3	0.08702197214443766
1967	HGNC:11300	SRP19	0.07110703962963853
1968	HGNC:8979	PIK3R1	0.1897509273161932
1969	HGNC:5187	PRMT1	0.022080452410822085
1970	HGNC:29545	SUDS3	0.03523959679381426
1971	HGNC:30899	ZNF655	0.06163656786783479
1972	HGNC:14983	ZFP91	0.08222510522522186
1973	HGNC:6772	SMAD6	0.4192544760522718
1974	HGNC:3212	EEF1E1	0.05045734489763512
1975	HGNC:6891	MAPRE2	0.05431785316339266
1976		ZNF271	0.06782133639658924
1977	HGNC:15528	CGRRF1	0.10604402345055002
1978	HGNC:1771	CDK2	0.05066658129445058
1979	HGNC:10992	SLC25A6	0.04590192360877056
1980	HGNC:13825	ASPSCR1	0.02846899513595344
1981		ZNF724P	0.48408918280821406
1982	HGNC:11121	SMPD2	0.028667641892944934
1983	HGNC:9370	PRIM2	0.08059555610274358
1984		MLF1IP	0.02974093729443301
1985	HGNC:2080	CLNS1A	0.030096665827512397
1986		KIAA1432	0.060233505861476355
1987	HGNC:17592	NDFIP1	0.020219245213047708
1988	HGNC:7717	NDUFV2	0.0494078378910419
1989	HGNC:3622	FKTN	0.034746162068574886
1990	HGNC:25468	ZWILCH	0.018098522286785185
1991	HGNC:23159	ALG2	0.29637013704154025
1992	HGNC:27310	FLCN	0.10383898775365001
1993	HGNC:25007	GTPBP8	0.1282302556142981
1994		KIAA1009	0.0775066721833492
1995	HGNC:10257	ROR2	0.17544433186777414
1996	HGNC:6233	KCNC1	0.14823913115779713
1997	HGNC:28243	ALKBH6	0.03100946384610665
1998	HGNC:9618	PTK7	0.019726600267915853
1999	HGNC:4053	ISG15	0.0984493574043648
2000	HGNC:25210	PIH1D2	0.08067846308105162
2001	HGNC:28842	RBM4B	0.12453376782100006
2002	HGNC:29034	ATMIN	0.10829091864378457
2003	HGNC:18304	COTL1	0.045457360387351084
2004	HGNC:28883	PPA2	0.08904748721840268
2005	HGNC:15971	TSG101	0.08673680567347589
2006	HGNC:11252	SPON1	0.03583468161012289
2007	HGNC:6150	ITGAV	0.016562105156444896
2008	HGNC:29102	UHRF1BP1L	0.057748821898151545
2009	HGNC:8052	NUDT5	0.024849459219927893
2010	HGNC:11471	SUPV3L1	0.08270040599525492
2011	HGNC:11767	TGFB1I1	0.06241196712155714
2012	HGNC:30972	SECISBP2	0.022369348027406963
2013	HGNC:24238	CEP350	0.13926261810060386
2014	HGNC:25773	WDR76	0.054408498811853286
2015	HGNC:13998	PRDM13	0.2928531117568099
2016	HGNC:8603	PAPSS1	0.021402678233457977
2017	HGNC:12940	ZNF155	0.31609075237297135
2018	HGNC:11444	STXBP1	0.021496609871185998
2019	HGNC:13209	ARHGEF5	0.1130797321002745
2020	HGNC:27040	SPIN4	0.08711565613714753
2021	HGNC:7110	MKNK1	0.04860007530258468
2022		HIST1H3D	0.5777062369568332
2023	HGNC:22205	DPY19L1	0.020230499465971052
2024	HGNC:19245	SNX18	0.24022560585369035
2025	HGNC:20187	ATG2B	0.02438508666840621
2026	HGNC:20649	ZNF420	0.31757880089364776
2027	HGNC:17160	ARFIP2	0.04213229574740335
2028	HGNC:32310	RBM12B	0.18598364560455272
2029	HGNC:19965	TXNDC16	0.02616645636240201
2030	HGNC:28911	PRAF2	0.05929215909523169
2031	HGNC:16920	CIB1	0.026520846871696264
2032	HGNC:10927	SLC16A6	0.18800489819620694
2033	HGNC:9527	PSIP1	0.029994331272420488
2034	HGNC:28474	CHID1	0.0142398290243646
2035	HGNC:30237	CC2D1A	0.023419730953016357
2036	HGNC:29680	SLC25A40	0.03642024090164428
2037	HGNC:869	ATP7A	0.06313518452686995
2038	HGNC:18632	KIF27	0.14817922161254446
2039	HGNC:30551	TXNL4A	0.03749621946121007
2040	HGNC:20063	USP37	0.08728352732482725
2041	HGNC:24449	ENY2	0.01652724732053522
2042	HGNC:16677	ANP32B	0.08288523720107824
2043	HGNC:11523	TACC2	0.042591974064418565
2044	HGNC:6113	IRAK2	0.19700652817157904
2045		C11orf57	0.12521050755700666
2046	HGNC:24522	TMEM87A	0.0998297836356353
2047	HGNC:8794	PDE8B	0.03779181630947774
2048	HGNC:21614	CTDSP1	0.08345819062677576
2049	HGNC:25063	DMKN	0.02782264450788129
2050	HGNC:10417	RPS27A	0.022154772582476452
2051	HGNC:23053	RTN4RL2	0.160330159319968
2052		FAM178A	0.07280920141150864
2053	HGNC:26629	ZNF554	0.22022725997844927
2054	HGNC:12011	TPM2	0.05686517424581847
2055	HGNC:11986	TOP1	0.04936911037162497
2056	HGNC:1136	BTN2A1	0.124415521949229
2057	HGNC:23784	MTA3	0.06279125224911193
2058	HGNC:14056	MRPL2	0.046574030715494846
2059	HGNC:9091	PLS3	0.021106317161423416
2060	HGNC:11955	ZNF384	0.07546801908320973
2061	HGNC:2861	DHFR	0.027007912801754737
2062		C7orf60	0.19917164195292789
2063	HGNC:14027	MRPL39	0.029841406221112053
2064	HGNC:24550	METTL7A	0.0932236159806916
2065	HGNC:18801	POGZ	0.10900958035411638
2066	HGNC:25920	SPRYD3	0.09851427558007037
2067	HGNC:9180	POLG2	0.13034059521208033
2068	HGNC:24870	GLT8D1	0.06426183751533233
2069	HGNC:3473	ESRRB	0.20370108946453924
2070	HGNC:14931	SIRT3	0.050382988275620516
2071	HGNC:30938	DZIP3	0.016907179251782097
2072	HGNC:12904	ZNF121	0.24252559996506773
2073	HGNC:4670	GTPBP2	0.07136671902163921
2074	HGNC:9590	PTER	0.055998258933254295
2075	HGNC:25991	RETSAT	0.049423197596245194
2076	HGNC:10145	SNORD22	2.371588746017319
2077	HGNC:26004	LRRC40	0.01805836830899881
2078	HGNC:17352	APOBEC3B	0.05211919759502234
2079	HGNC:20155	RBM23	0.055338174944537605
2080	HGNC:32008	TMEM120B	0.02541273260126432
2081	HGNC:23459	AGAP4	0.09893768368182781
2082	HGNC:29931	GNL3	0.06452843255338837
2083	HGNC:10473	RUNX3	0.13441628676680412
2084	HGNC:18966	CSAD	0.10542399794730517
2085		NDNL2	0.32779937915307567
2086	HGNC:33576	PI4KAP1	0.05718136610329417
2087	HGNC:9964	DPF2	0.05893285249896988
2088	HGNC:758	ASS1	0.029019431201457845
2089	HGNC:1054	BIN3	0.07877796864095708
2090		FAM179B	0.17308296384775212
2091	HGNC:9760	RAB11A	0.04505979509884503
2092	HGNC:28742	ZNF620	0.34853672463432384
2093		C9orf37	0.2043637304381386
2094	HGNC:29183	TBC1D2B	0.09958316748105948
2095	HGNC:5210	HSD17B1	0.2630848594675494
2096	HGNC:2752	PIAS1	0.14823510283282526
2097	HGNC:21492	VKORC1L1	0.1053386843878494
2098	HGNC:17443	TBRG4	0.1469181094679411
2099	HGNC:21487	RNF217	0.290659312627027
2100	HGNC:10389	RPS15A	0.029372843455144123
2101	HGNC:30535	NUDCD2	0.062076772756922895
2102	HGNC:28833	OLA1	0.014414696168186757
2103	HGNC:8906	PGM2	0.033626870798131966
2104	HGNC:27067	HNRNPA1L2	0.06389018423539074
2105	HGNC:5432	IFNAR1	0.06501120101995114
2106	HGNC:25970	ANKRD49	0.27524344585590044
2107	HGNC:29182	CEP164	0.03227781035796898
2108	HGNC:10424	RPS4X	0.033279262393135195
2109	HGNC:11587	TBL3	0.026106717103971153
2110	HGNC:15806	ZNF334	0.08499106143641554
2111	HGNC:20421	LNX2	0.10528797451117113
2112	HGNC:25000	ZNF571	0.32521549695431995
2113	HGNC:13097	ZNF33B	0.06994284631354367
2114	HGNC:28924	CCDC125	0.03505263496217198
2115		MRE11A	0.02386646413428141
2116	HGNC:10886	SIRT2	0.014176657795705826
2117	HGNC:2900	DLG1	0.03434356913273728
2118	HGNC:589	ATG5	0.05184016189853741
2119	HGNC:10383	RPS10	0.020173604356775954
2120	HGNC:14857	COG5	0.03117945774968047
2121	HGNC:30887	TRAPPC2L	0.047827866776411154
2122	HGNC:2422	CS	0.03033945509834171
2123	HGNC:5107	HOXA6	0.4995184935089265
2124	HGNC:35709	RPL13AP20	0.03245748464977263
2125	HGNC:2088	CLPX	0.0757942814855095
2126	HGNC:13667	AP1M1	0.03895110203615478
2127	HGNC:28900	PNPLA8	0.04828439517681859
2128	HGNC:21731	PGAM4	0.0832881393815605
2129	HGNC:11428	STX10	0.03426937226734569
2130	HGNC:19721	CANT1	0.14519982921609326
2131	HGNC:28737	C17orf49	0.050721605088883195
2132	HGNC:1401	CACNB1	0.13089327590024125
2133	HGNC:4116	GALE	0.02121018415116164
2134	HGNC:16148	CRLS1	0.03504035149271888
2135	HGNC:17772	TXN2	0.058851742469544194
2136	HGNC:4648	GTF2B	0.1829958221794143
2137	HGNC:29521	C12orf57	0.03459162282814342
2138		C15orf44	0.06860403713598043
2139		C17orf79	0.07939849099977289
2140	HGNC:24932	C9orf78	0.09174419886055585
2141	HGNC:13352	MAP1LC3B	0.06690382178656173
2142		TCEB3	0.17598380258125396
2143	HGNC:9449	PRNP	0.12739510292521886
2144	HGNC:26765	ZNF776	0.21446872587805876
2145	HGNC:3513	EXT2	0.04355132915860439
2146	HGNC:11758	TFG	0.02902614492413963
2147	HGNC:21063	MOXD1	0.02454289575330853
2148		ERO1LB	0.022143994265983416
2149	HGNC:12674	VDAC3	0.021473574485273247
2150		ODZ1	0.03207939619536329
2151	HGNC:23716	ZNF500	0.14603474324162177
2152		C10orf57	0.028314362947368502
2153	HGNC:28976	TTLL4	0.06243513302290603
2154	HGNC:11292	SRI	0.04103251214700899
2155	HGNC:17793	VTI1B	0.06282998469226996
2156	HGNC:3249	EIF1	0.13997275772302192
2157	HGNC:19692	NRBF2	0.32661404129152394
2158	HGNC:11136	SNAPC3	0.048282183603103324
2159	HGNC:30792	EIF1B	0.1349939969109613
2160	HGNC:17303	TAF3	0.164403611582301
2161	HGNC:24748	DENND2C	0.1075438900201775
2162	HGNC:12687	VHL	0.05677400457338237
2163	HGNC:2735	DDX10	0.1287019719126447
2164	HGNC:28752	OAF	0.04440099798493016
2165	HGNC:25392	ZNF568	0.1357553601261608
2166	HGNC:16403	ZNF346	0.05084029194609152
2167	HGNC:20910	AFMID	0.06355063968261701
2168	HGNC:9719	PEX5	0.05458418631402907
2169	HGNC:29313	ZDBF2	0.06198036612041674
2170	HGNC:1507	CASP6	0.08252982475589019
2171	HGNC:28355	LRRC28	0.029488876240382673
2172	HGNC:91	ACADSB	0.02079686978034654
2173	HGNC:18249	KCTD1	0.2266242472120823
2174	HGNC:18002	TOMM22	0.08710469529725139
2175	HGNC:16696	SNW1	0.10342156676669577
2176	HGNC:3481	ETFA	0.02772828710666094
2177	HGNC:16821	NOP14	0.044396798983664235
2178	HGNC:9797	RABIF	0.11983395637005947
2179	HGNC:25900	C1orf198	0.07478210091539458
2180	HGNC:7190	MOCS1	0.055328932083138535
2181	HGNC:5198	HS3ST3B1	0.45600504799612374
2182	HGNC:28696	ZNF567	0.43787122039550896
2183	HGNC:9801	RAC1	0.03515041842459463
2184	HGNC:3604	FBN2	0.03742040473653377
2185	HGNC:30204	C11orf54	0.022249516906597266
2186	HGNC:23643	ANKRD18A	0.1204540224684583
2187	HGNC:24011	ABI2	0.03015015558324228
2188	HGNC:30882	USE1	0.040294820931304445
2189	HGNC:576	APAF1	0.05075579621525407
2190	HGNC:1799	CDR2	0.2038336947677225
2191	HGNC:18519	CBWD3	0.09469520903819816
2192	HGNC:20584	SLC35B4	0.03895010781593199
2193	HGNC:28923	DAGLB	0.08384841197996315
2194	HGNC:2747	DDX6	0.13114075647425322
2195	HGNC:11841	TLK1	0.05872243626013607
2196	HGNC:28994	AVL9	0.07379270285380862
2197	HGNC:12836	XRN2	0.023907977851031804
2198	HGNC:30826	NT5DC3	0.1234281083331913
2199	HGNC:10363	RPL7	0.03882302055235756
2200	HGNC:24001	MORN4	0.06923675891104655
2201	HGNC:3560	FABP5	0.07755370827086469
2202	HGNC:26006	TTC19	0.03598345583297746
